Institution Name_x,State Abbreviation,MSI Status,MSI Type,Average Work Study Award,Student Family Earnings Ceiling,Affordability Gap (net price minus income earned working 10 hrs at min wage),100% TTD Affordability Gap,Student Parent Affordability Gap: Center-Based Care,100% TTD Student Parent Affordability Gap: Center-Based Care,State,Latitude,Longitude,Admissions Website,Percent of Undergraduates Age 25 to 64,Percent of American Indian or Alaska Native Undergraduates,Percent of Asian Undergraduates,Percent of Black or African American Undergraduates,Percent of Latino Undergraduates,Percent of Native Hawaiian or Other Pacific Islander Undergraduates,Percent of White Undergraduates,Percent of Women Undergraduates,Percent of Men Undergraduates,"Percent of Bachelor Degrees Awarded in Science, Technology, Engineering, and Math",Percent of Bachelor Degrees Awarded in Arts and Humanities,Percent of Bachelor Degrees Awarded in Education,Percent of Bachelor Degrees Awarded in Social Sciences,Percent of Bachelor Degrees Awarded in Health Sciences,Percent of Bachelor Degrees Awarded in Business,Average Cost of Attendance In-State,Average Cost of Attendance Out-of-State,"Average Net Price for Low-Income Students, 2020-21",Median Debt for Dependent Students,Median Debt for Independent Students,Median Earnings of Dependent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Independent Students Working and Not Enrolled 10 Years After Entry,Median Earnings of Students Working and Not Enrolled 10 Years After Entry
Montana State University-Northern,MT,0.0,NANTI,2060.0,150000.0,12988.0,51952.0,27349.62,109398.48,Montana,48.54,-109.69,www.msun.edu/stuaffairs/admissions/index.htm,26.0,16.0,1.0,3.0,3.0,0.0,72.0,42.0,58.0,0.02459,0.008197,0.270492,0.0,0.139344,0.114754,15278.33333,27988.33333,9749.0,10000.0,11501.0,42073.0,43476.0,47921.5
Schreiner University,TX,0.0,HSI,2356.0,150000.0,24050.0,96200.0,38484.08,153936.32,Texas,30.03,-99.13,schreiner.edu/admissions/,10.0,0.0,1.0,4.0,37.0,0.0,53.0,56.0,44.0,0.099206,0.0,0.063492,0.027778,0.281746,0.142857,42688.33333,42688.33333,23670.0,13875.0,14250.0,41990.0,40392.0,47921.5
Pacific University,OR,0.0,AANAPII,2061.0,150000.0,35678.0,142712.0,55960.24,223840.96,Oregon,45.52,-123.11,https://www.pacificu.edu/admissions/undergraduate-admissions,9.0,0.0,12.0,2.0,17.0,2.0,47.0,62.0,38.0,0.129841,0.0,0.120729,0.050114,0.173121,0.066059,60693.33333,60693.33333,24132.0,19664.0,12500.0,54489.0,54229.0,47921.5
Multnomah University,OR,1.0,Not MSI,2061.0,150000.0,21578.0,86312.0,41860.24,167440.96,Oregon,45.53,-122.58,https://www.multnomah.edu/undergraduate-admissions/,21.0,1.0,3.0,7.0,22.0,1.0,51.0,44.0,56.0,0.034483,0.0,0.034483,0.0,0.0,0.114943,43463.33333,43463.33333,27194.0,13000.0,16099.0,42593.0,42531.0,47921.5
University of Oregon,OR,1.0,Not MSI,2061.0,150000.0,25000.0,100000.0,45282.24,181128.96,Oregon,44.05,-123.08,https://admissions.uoregon.edu/,5.0,0.0,7.0,2.0,15.0,0.0,61.0,56.0,44.0,0.076115,0.001193,0.019089,0.208542,0.011692,0.135051,25821.0,51864.0,14131.0,14500.0,20834.0,54971.0,46826.0,47921.5
Pacific Northwest College of Art,OR,1.0,Not MSI,2061.0,150000.0,41121.0,164484.0,61403.24,245612.96,Oregon,45.53,-122.68,https://pnca.edu/admissions/apply/undergraduate,16.0,1.0,4.0,5.0,8.0,0.0,60.0,71.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,58255.33333,58255.33333,33929.0,7750.0,13479.0,35812.0,32632.0,47921.5
Oregon Institute of Technology,OR,1.0,Not MSI,2061.0,150000.0,17610.0,70440.0,37892.24,151568.96,Oregon,42.26,-121.79,https://www.oit.edu/admissions,27.0,1.0,8.0,2.0,13.0,0.0,68.0,52.0,48.0,0.206704,0.0,0.0,0.0,0.441341,0.050279,23833.0,44726.0,10568.0,15500.0,16812.0,61138.0,73421.0,47921.5
Montana State University,MT,1.0,Not MSI,2060.0,150000.0,19396.0,77584.0,33757.62,135030.48,Montana,45.67,-111.05,https://www.montana.edu/admissions/,10.0,1.0,1.0,0.0,5.0,0.0,84.0,47.0,53.0,0.1721,0.021607,0.056861,0.055345,0.092115,0.116376,19819.33333,40555.33333,16012.0,12430.0,19978.0,48942.0,49552.0,47921.5
The University of Montana,MT,1.0,Not MSI,2060.0,150000.0,16273.0,65092.0,30634.62,122538.48,Montana,46.86,-113.98,admissions.umt.edu/,23.0,4.0,1.0,1.0,6.0,0.0,76.0,58.0,42.0,0.11305,0.001517,0.045524,0.103187,0.032625,0.176783,19818.0,40802.0,11651.0,13500.0,17372.0,42058.0,38395.0,47921.5
Montana Technological University,MT,1.0,Not MSI,2060.0,150000.0,14718.0,58872.0,29079.62,116318.48,Montana,46.01,-112.56,https://www.mtech.edu/admissions-aid/,15.0,3.0,1.0,1.0,3.0,0.0,82.0,39.0,61.0,0.54417,0.010601,0.0,0.0,0.233216,0.09894,19806.0,34976.0,10533.0,9000.0,16436.0,57426.0,34963.0,47921.5
University of Holy Cross,LA,1.0,Not MSI,1780.0,150000.0,12552.0,50208.0,23647.97,94591.88,Louisiana,29.91,-89.99,uhcno.edu/admissions,20.0,1.0,5.0,20.0,12.0,0.0,45.0,74.0,26.0,0.106383,0.021277,0.074468,0.0,0.648936,0.053191,27645.0,27645.0,14355.0,16750.0,20938.0,51399.0,45934.0,47921.5
Stephen F Austin State University,TX,1.0,Not MSI,2356.0,150000.0,18315.0,73260.0,32749.08,130996.32,Texas,31.62,-94.65,https://www.sfasu.edu/admissions/,12.0,1.0,1.0,13.0,21.0,0.0,58.0,63.0,37.0,0.028962,0.002069,0.0,0.021101,0.136119,0.214315,21904.0,32920.0,11244.0,16750.0,21000.0,47333.0,40878.0,47921.5
University of Redlands,CA,0.0,HSI,3040.0,150000.0,25855.0,103420.0,47400.02,189600.08,California,34.06,-117.16,www.redlands.edu/admissions-and-aid/undergraduate,14.0,1.0,6.0,4.0,40.0,0.0,38.0,60.0,40.0,0.044286,0.015714,0.018571,0.067143,0.044286,0.415714,68976.66667,68976.66667,13981.0,19500.0,30464.0,62364.0,73457.0,47921.5
Point Loma Nazarene University,CA,1.0,Not MSI,3040.0,150000.0,44154.0,176616.0,65699.02,262796.08,California,32.72,-117.25,www.pointloma.edu/admissions,15.0,0.0,7.0,2.0,27.0,0.0,53.0,66.0,34.0,0.075855,0.0,0.055556,0.026709,0.21047,0.19765,54150.0,54150.0,27503.0,19500.0,18750.0,56047.0,69238.0,47921.5
School of Visual Arts,NY,1.0,Not MSI,2208.0,150000.0,60232.0,240928.0,83484.89,333939.56,New York,40.74,-73.98,www.sva.edu/admissions,5.0,0.0,16.0,3.0,9.0,0.0,17.0,73.0,27.0,0.346521,0.0,0.0,0.0,0.0,0.0,67434.66667,67434.66667,45385.0,21500.0,26217.0,51583.0,45087.0,47921.5
Linfield University,OR,1.0,Not MSI,2061.0,150000.0,28482.0,113928.0,48764.24,195056.96,Oregon,45.2,-123.2,https://www.linfield.edu/admission/index.html,2.0,0.0,5.0,1.0,18.0,1.0,64.0,60.0,40.0,0.094488,0.0,0.11811,0.114173,0.066929,0.15748,58448.66667,58448.66667,22367.0,23250.0,23255.0,60978.0,80584.0,47921.5
Southern Methodist University,TX,1.0,Not MSI,2356.0,150000.0,53970.0,215880.0,68404.08,273616.32,Texas,32.84,-96.78,https://www.smu.edu/admission,2.0,0.0,8.0,5.0,14.0,0.0,63.0,50.0,50.0,0.075891,0.023748,0.006195,0.125968,0.010325,0.283944,72348.66667,72348.66667,32478.0,17500.0,18750.0,72355.0,73559.0,47921.5
Southwestern Assemblies of God University,TX,0.0,HSI,2356.0,150000.0,18726.0,74904.0,33160.08,132640.32,Texas,32.4,-96.85,https://www.sagu.edu/admissions/sagu-admissions-online-on-campus-graduate-studies,20.0,4.0,1.0,13.0,23.0,0.0,52.0,52.0,48.0,0.003571,0.132143,0.1,0.0,0.042857,0.171429,31161.33333,31161.33333,20652.0,13000.0,15723.0,40562.0,35091.0,47921.5
University of Providence,MT,1.0,Not MSI,2060.0,150000.0,21349.0,85396.0,35710.62,142842.48,Montana,47.49,-111.27,www.uprovidence.edu/become-a-student/admissions/,43.0,3.0,4.0,6.0,4.0,2.0,72.0,63.0,37.0,0.072727,0.004545,0.05,0.009091,0.613636,0.05,38394.0,38394.0,21090.0,11000.0,12888.0,41264.0,37722.0,47921.5
Southeastern Louisiana University,LA,1.0,Not MSI,1780.0,150000.0,12571.0,50284.0,23666.97,94667.88,Louisiana,30.51,-90.47,www.southeastern.edu/admin/admissions/index.html,9.0,0.0,1.0,18.0,6.0,0.0,63.0,63.0,37.0,0.059517,0.110456,0.057373,0.017158,0.130295,0.248794,21141.0,33619.0,11729.0,10470.0,15259.0,41313.0,41838.0,47921.5
Southern University and A & M College,LA,0.0,HBCU,1780.0,150000.0,20315.0,81260.0,31410.97,125643.88,Louisiana,30.52,-91.19,https://www.subr.edu/subhome/153,10.0,0.0,0.0,92.0,1.0,0.0,2.0,66.0,34.0,0.071625,0.0,0.00551,0.052342,0.263085,0.170799,21888.66667,29238.66667,15865.0,14250.0,22000.0,37903.0,41329.0,47921.5
University of Louisiana at Lafayette,LA,1.0,Not MSI,1780.0,150000.0,14773.0,59092.0,25868.97,103475.88,Louisiana,30.21,-92.02,admissions.louisiana.edu/,13.0,0.0,3.0,23.0,6.0,0.0,61.0,58.0,42.0,0.088738,0.112259,0.096579,0.025659,0.200998,0.136493,24392.0,38120.0,9954.0,14250.0,14929.0,42605.0,41365.0,47921.5
Xavier University of Louisiana,LA,0.0,HBCU,1780.0,150000.0,21429.0,85716.0,32524.97,130099.88,Louisiana,29.96,-90.11,https://www.xula.edu/admissions/admissions-aid.html,2.0,0.0,2.0,84.0,5.0,0.0,1.0,76.0,24.0,0.378531,0.0,0.011299,0.062147,0.110169,0.073446,37537.0,37537.0,16864.0,12689.0,12500.0,52221.0,81616.0,47921.5
Tulane University of Louisiana,LA,1.0,Not MSI,1780.0,150000.0,54594.0,218376.0,65689.97,262759.88,Louisiana,29.94,-90.12,https://admission.tulane.edu/,5.0,0.0,5.0,6.0,8.0,0.0,68.0,61.0,39.0,0.109482,0.004581,0.004581,0.169492,0.092991,0.238204,76774.66667,76774.66667,23669.0,19000.0,19934.0,60987.0,45879.0,47921.5
Tarleton State University,TX,1.0,Not MSI,2356.0,150000.0,19356.0,77424.0,33790.08,135160.32,Texas,32.22,-98.22,www.tarleton.edu/admissions/,20.0,0.0,1.0,7.0,23.0,0.0,64.0,64.0,36.0,0.042166,0.031625,0.0,0.004726,0.085423,0.192294,18884.0,28676.0,15213.0,12750.0,16333.0,46519.0,46902.0,47921.5
Montana State University Billings,MT,1.0,Not MSI,2060.0,150000.0,14098.0,56392.0,28459.62,113838.48,Montana,45.8,-108.52,www.msubillings.edu/reg/admission.htm,34.0,4.0,1.0,1.0,6.0,0.0,78.0,64.0,36.0,0.066015,0.105134,0.117359,0.031785,0.09291,0.288509,17606.0,30936.0,12220.0,8670.0,11781.0,42617.0,37256.0,47921.5
Eastern Oregon University,OR,1.0,Not MSI,2061.0,150000.0,16953.0,67812.0,37235.24,148940.96,Oregon,45.32,-118.09,www.eou.edu/admissions/,44.0,2.0,1.0,2.0,14.0,3.0,68.0,60.0,40.0,0.024779,0.010619,0.120354,0.049558,0.010619,0.253097,21184.0,33874.0,10321.0,12167.0,17361.0,45551.0,46847.0,47921.5
George Fox University,OR,1.0,Not MSI,2061.0,150000.0,30351.0,121404.0,50633.24,202532.96,Oregon,45.3,-122.97,www.georgefox.edu/admission/index.html,13.0,0.0,5.0,2.0,15.0,0.0,67.0,61.0,39.0,0.094937,0.0,0.106013,0.025316,0.129747,0.170886,49986.66667,49986.66667,25031.0,19000.0,20313.0,46751.0,60129.0,47921.5
Pepperdine University,CA,1.0,Not MSI,3040.0,150000.0,45946.0,183784.0,67491.02,269964.08,California,34.04,-118.71,www.pepperdine.edu/admission,5.0,0.0,13.0,5.0,18.0,0.0,47.0,58.0,42.0,0.055664,0.021484,0.00293,0.123047,0.0,0.239258,74585.33333,74585.33333,28304.0,20000.0,35007.0,68378.0,98928.0,47921.5
University of the Pacific,CA,0.0,AANAPII,3040.0,150000.0,31104.0,124416.0,52649.02,210596.08,California,37.98,-121.31,www.pacific.edu/Admission,6.0,0.0,35.0,4.0,24.0,0.0,21.0,52.0,48.0,0.16307,0.0,0.040767,0.049161,0.05036,0.160671,66802.33333,66802.33333,10439.0,16250.0,25000.0,75504.0,67178.0,47921.5
The University of Texas at Dallas,TX,1.0,Not MSI,2356.0,150000.0,21866.0,87464.0,36300.08,145200.32,Texas,32.98,-96.75,enroll.utdallas.edu/,11.0,0.0,40.0,6.0,18.0,0.0,26.0,43.0,57.0,0.162902,0.0,0.0,0.040415,0.085803,0.207047,28302.66667,53514.66667,11986.0,12259.0,19902.0,62247.0,57458.0,47921.5
Sul Ross State University,TX,0.0,HSI,2356.0,150000.0,17029.0,68116.0,31463.08,125852.32,Texas,30.36,-103.65,www.sulross.edu/admissions/undergraduate-admissions/,29.0,0.0,0.0,5.0,70.0,0.0,21.0,61.0,39.0,0.068702,0.043257,0.015267,0.012723,0.007634,0.152672,20772.0,33012.0,13516.0,9978.0,12500.0,42761.0,43837.0,47921.5
Texas State University,TX,0.0,HSI,2356.0,150000.0,19525.0,78100.0,33959.08,135836.32,Texas,29.89,-97.94,https://www.txst.edu/admissions.html,12.0,0.0,3.0,10.0,42.0,0.0,41.0,60.0,40.0,0.047082,0.027367,0.023735,0.052789,0.057588,0.170428,23395.0,34819.0,12920.0,14299.0,16375.0,51323.0,49073.0,47921.5
Southwestern Adventist University,TX,0.0,HSI,2356.0,150000.0,20912.0,83648.0,35346.08,141384.32,Texas,32.4,-97.33,swau.edu/admissions-aid/admissions-requirements,15.0,0.0,7.0,12.0,43.0,1.0,23.0,60.0,40.0,0.061069,0.038168,0.053435,0.007634,0.366412,0.114504,32941.33333,32941.33333,14838.0,23126.0,20250.0,44980.0,51755.0,47921.5
University of Maine,ME,1.0,Not MSI,1993.0,150000.0,15681.0,62724.0,36387.62,145550.48,Maine,44.9,-68.67,www.go.umaine.edu/,9.0,1.0,2.0,2.0,5.0,0.0,82.0,50.0,50.0,0.113208,0.024259,0.084636,0.067925,0.06469,0.169272,23064.0,44664.0,13310.0,15750.0,18157.0,46049.0,37168.0,47921.5
Otis College of Art and Design,CA,1.0,Not MSI,3040.0,150000.0,45546.0,182184.0,67091.02,268364.08,California,33.96,-118.42,www.otis.edu/admissions,10.0,0.0,15.0,5.0,20.0,0.0,22.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,65554.0,65554.0,35397.0,19500.0,31400.0,57166.0,37418.0,47921.5
Pacific Union College,CA,0.0,AANAPII,3040.0,150000.0,18182.0,72728.0,39727.02,158908.08,California,38.57,-122.44,https://www.puc.edu/admissions-aid,22.0,0.0,23.0,7.0,31.0,0.0,21.0,63.0,37.0,0.139037,0.0,0.080214,0.005348,0.304813,0.106952,45957.33333,45957.33333,19892.0,20500.0,22294.0,59739.0,65300.0,47921.5
Hope International University,CA,0.0,HSI,3040.0,150000.0,27403.0,109612.0,48948.02,195792.08,California,33.88,-117.89,www.hiu.edu/admissions/,18.0,1.0,4.0,9.0,25.0,2.0,35.0,56.0,44.0,0.0,0.042553,0.198582,0.06383,0.0,0.248227,50497.66667,50497.66667,11576.0,15000.0,21050.0,42021.0,37483.0,47921.5
University of Maine at Presque Isle,ME,1.0,Not MSI,1993.0,150000.0,8334.0,33336.0,29040.62,116162.48,Maine,46.67,-68.02,www.umpi.edu/admissions/,31.0,1.0,1.0,2.0,3.0,0.0,76.0,65.0,35.0,0.045455,0.159091,0.079545,0.051136,0.0,0.380682,16931.66667,21341.66667,7253.0,8750.0,9732.0,40751.0,31393.0,47921.5
University of Maine at Augusta,ME,1.0,Not MSI,1993.0,150000.0,8838.0,35352.0,29544.62,118178.48,Maine,44.34,-69.8,www.uma.edu/admission/,46.0,1.0,1.0,3.0,4.0,0.0,80.0,68.0,32.0,0.117225,0.272727,0.0,0.011962,0.210526,0.095694,18644.66667,29504.66667,8400.0,9750.0,16134.0,31926.0,35151.0,47921.5
The University of Texas at Arlington,TX,0.0,AANAPII,2356.0,150000.0,18992.0,75968.0,33426.08,133704.32,Texas,32.73,-97.11,https://www.uta.edu/admissions,37.0,0.0,13.0,15.0,33.0,0.0,28.0,62.0,38.0,0.073995,0.033326,0.018414,0.012991,0.408947,0.146521,24753.66667,42325.66667,13217.0,10646.0,12500.0,54480.0,54914.0,47921.5
The University of Texas at Austin,TX,0.0,AANAPII,2356.0,150000.0,25347.0,101388.0,39781.08,159124.32,Texas,30.28,-97.74,https://www.admissions.utexas.edu/,2.0,0.0,24.0,4.0,27.0,0.0,35.0,57.0,43.0,0.122262,0.025774,0.0,0.091106,0.057213,0.110838,25532.0,54776.0,11559.0,18386.0,22050.0,68496.0,61653.0,47921.5
Texas A & M University-Kingsville,TX,0.0,HSI,2356.0,150000.0,14278.0,57112.0,28712.08,114848.32,Texas,27.53,-97.88,https://www.tamuk.edu/enrollment-management/admission/,12.0,0.0,1.0,4.0,75.0,0.0,15.0,50.0,50.0,0.206897,0.0,0.0,0.037847,0.035324,0.065601,20653.33333,36507.33333,9223.0,14500.0,18750.0,48427.0,46191.0,47921.5
Texas A & M University-College Station,TX,0.0,AANAPII,2356.0,150000.0,25923.0,103692.0,40357.08,161428.32,Texas,30.62,-96.34,https://admissions.tamu.edu/,2.0,0.0,10.0,2.0,25.0,0.0,57.0,47.0,53.0,0.162014,0.0,0.029132,0.063589,0.062372,0.149464,27903.0,54798.0,12460.0,15100.0,18166.0,66656.0,65766.0,47921.5
William Woods University,MO,1.0,Not MSI,2165.0,150000.0,20659.0,82636.0,35020.62,140082.48,Missouri,38.86,-91.95,https://www.williamwoods.edu/admissions/index.html,20.0,0.0,1.0,4.0,5.0,0.0,70.0,70.0,30.0,0.096618,0.0,0.062802,0.0,0.0,0.270531,40806.0,40806.0,21505.0,15250.0,12500.0,40164.0,35164.0,47921.5
Appalachian State University,NC,1.0,Not MSI,1889.0,150000.0,18366.0,73464.0,33503.93,134015.72,North Carolina,36.22,-81.68,www.appstate.edu/admissions/,5.0,0.0,2.0,3.0,8.0,0.0,81.0,57.0,43.0,0.034655,0.004035,0.094707,0.058153,0.103727,0.202706,18131.0,33738.0,7194.0,16051.0,15434.0,46275.0,40113.0,47921.5
University of Tulsa,OK,1.0,Not MSI,2215.0,150000.0,25130.0,100520.0,40350.73,161402.92,Oklahoma,36.15,-95.95,https://utulsa.edu/admission/,4.0,3.0,6.0,8.0,11.0,0.0,51.0,50.0,50.0,0.202703,0.001351,0.004054,0.043243,0.072973,0.232432,61971.33333,61971.33333,23523.0,14004.0,17491.0,54333.0,53879.0,47921.5
Saint Joseph's College of Maine,ME,1.0,Not MSI,1993.0,150000.0,32377.0,129508.0,53083.62,212334.48,Maine,43.83,-70.48,www.sjcme.edu/admissions,31.0,0.0,1.0,3.0,0.0,0.0,84.0,64.0,36.0,0.063158,0.035088,0.066667,0.010526,0.42807,0.133333,50931.33333,50931.33333,26276.0,24250.0,7934.0,49629.0,48870.0,47921.5
William Jewell College,MO,1.0,Not MSI,2165.0,150000.0,18592.0,74368.0,32953.62,131814.48,Missouri,39.25,-94.41,https://www.jewell.edu/join,8.0,1.0,1.0,8.0,9.0,1.0,71.0,50.0,50.0,0.089005,0.094241,0.057592,0.04712,0.366492,0.167539,32033.66667,32033.66667,15074.0,19984.0,20800.0,52177.0,60486.0,47921.5
The University of Texas Permian Basin,TX,0.0,HSI,2356.0,150000.0,12488.0,49952.0,26922.08,107688.32,Texas,31.89,-102.33,https://www.utpb.edu/admissions,32.0,0.0,2.0,7.0,34.0,0.0,46.0,59.0,41.0,0.082609,0.017391,0.0,0.065217,0.055435,0.255435,21839.33333,34493.33333,3450.0,9647.0,12500.0,51648.0,48705.0,47921.5
Carroll College,MT,1.0,Not MSI,2060.0,150000.0,24648.0,98592.0,39009.62,156038.48,Montana,46.6,-112.04,www.carroll.edu/admission/,6.0,1.0,1.0,1.0,4.0,0.0,80.0,61.0,39.0,0.165354,0.0,0.066929,0.035433,0.346457,0.11811,48820.66667,48820.66667,17135.0,21063.0,16500.0,57693.0,54585.0,47921.5
University of New England,ME,1.0,Not MSI,1993.0,150000.0,34235.0,136940.0,54941.62,219766.48,Maine,43.46,-70.39,https://www.une.edu/admissions/,24.0,0.0,2.0,1.0,1.0,0.0,57.0,69.0,31.0,0.200361,0.00361,0.018051,0.018051,0.445848,0.059567,53020.0,53020.0,35240.0,21250.0,25000.0,43614.0,59064.0,47921.5
The University of Texas at El Paso,TX,0.0,HSI,2356.0,150000.0,15353.0,61412.0,29787.08,119148.32,Texas,31.77,-106.5,www.utep.edu/student-affairs/admissions/,21.0,0.0,1.0,2.0,87.0,0.0,5.0,56.0,44.0,0.130457,0.0,0.0,0.022211,0.110799,0.165943,22554.0,37962.0,9158.0,11090.0,17079.0,44922.0,44449.0,47921.5
The University of Texas at Tyler,TX,1.0,Not MSI,2356.0,150000.0,17825.0,71300.0,32259.08,129036.32,Texas,32.32,-95.25,https://www.uttyler.edu/admissions/,25.0,0.0,5.0,10.0,25.0,0.0,51.0,61.0,39.0,0.104404,0.0,0.0,0.014349,0.330035,0.154379,21395.66667,36941.66667,6701.0,12000.0,15250.0,49410.0,49526.0,47921.5
The University of Texas at San Antonio,TX,0.0,HSI,2356.0,150000.0,16133.0,64532.0,30567.08,122268.32,Texas,29.58,-98.62,www.utsa.edu/admissions/,16.0,0.0,6.0,8.0,59.0,0.0,21.0,52.0,48.0,0.084961,0.026362,0.047007,0.046371,0.085596,0.180562,21189.33333,33486.33333,7274.0,14115.0,17531.0,50713.0,50990.0,47921.5
Texas Lutheran University,TX,0.0,HSI,2356.0,150000.0,22908.0,91632.0,37342.08,149368.32,Texas,29.57,-97.98,www.tlu.edu/admissions,10.0,0.0,1.0,8.0,40.0,0.0,45.0,55.0,45.0,0.065147,0.0,0.120521,0.065147,0.104235,0.214984,43830.0,43830.0,14974.0,15000.0,20625.0,51590.0,43193.0,47921.5
Southwestern Christian University,OK,1.0,Not MSI,2215.0,150000.0,19194.0,76776.0,34414.73,137658.92,Oklahoma,35.51,-97.64,www.swcu.edu/admission-process,9.0,7.0,1.0,16.0,8.0,1.0,42.0,43.0,57.0,0.0,0.03125,0.109375,0.0,0.0,0.390625,29934.66667,29934.66667,16948.0,10900.0,29500.0,37512.0,35260.0,47921.5
Southwestern Oklahoma State University,OK,1.0,Not MSI,2215.0,150000.0,13044.0,52176.0,28264.73,113058.92,Oklahoma,35.54,-98.71,https://www.swosu.edu/admissions/index.php,19.0,3.0,1.0,5.0,12.0,0.0,64.0,60.0,40.0,0.046763,0.0,0.098321,0.009592,0.441247,0.118705,20067.66667,27177.66667,8278.0,10000.0,13274.0,43418.0,41860.0,47921.5
Belmont Abbey College,NC,1.0,Not MSI,1889.0,150000.0,21750.0,87000.0,36887.93,147551.72,North Carolina,35.26,-81.04,belmontabbeycollege.edu/admissions/,10.0,1.0,2.0,11.0,3.0,0.0,63.0,48.0,52.0,0.104762,0.053968,0.120635,0.031746,0.0,0.349206,29396.66667,29396.66667,16760.0,12000.0,27453.0,45298.0,41702.0,47921.5
Barton College,NC,1.0,Not MSI,1889.0,150000.0,26558.0,106232.0,41695.93,166783.72,North Carolina,35.73,-77.91,https://www.barton.edu/admissions/,16.0,1.0,1.0,27.0,9.0,0.0,55.0,55.0,45.0,0.041475,0.013825,0.050691,0.023041,0.225806,0.165899,43760.0,43760.0,19035.0,12147.0,22121.0,44147.0,41495.0,47921.5
Mount Saint Mary's University,CA,0.0,AANAPII,3040.0,150000.0,29716.0,118864.0,51261.02,205044.08,California,34.09,-118.48,https://www.msmu.edu/admission/,23.0,0.0,16.0,7.0,56.0,0.0,10.0,93.0,7.0,0.050633,0.033755,0.031646,0.130802,0.341772,0.109705,63273.33333,63273.33333,21376.0,21500.0,23166.0,62319.0,81880.0,47921.5
Webster University,MO,1.0,Not MSI,2165.0,150000.0,25303.0,101212.0,39664.62,158658.48,Missouri,38.59,-90.35,www.webster.edu/admissions/,24.0,0.0,4.0,14.0,7.0,0.0,62.0,56.0,44.0,0.051247,0.01108,0.045706,0.042936,0.066482,0.209141,44413.33333,44413.33333,20111.0,16717.0,20000.0,45869.0,52779.0,47921.5
Washington University in St Louis,MO,1.0,Not MSI,2165.0,150000.0,37562.0,150248.0,51923.62,207694.48,Missouri,38.65,-90.31,https://admissions.wustl.edu/,7.0,0.0,19.0,9.0,11.0,0.0,46.0,54.0,46.0,0.149127,0.001058,0.007932,0.142253,0.007403,0.115283,76140.66667,76140.66667,3263.0,15000.0,19408.0,84368.0,61625.0,47921.5
Texas Christian University,TX,1.0,Not MSI,2356.0,150000.0,45973.0,183892.0,60407.08,241628.32,Texas,32.71,-97.36,https://admissions.tcu.edu/,3.0,0.0,2.0,5.0,16.0,0.0,67.0,60.0,40.0,0.05034,0.019955,0.046259,0.097959,0.119274,0.246712,65748.0,65748.0,29390.0,18569.0,25000.0,62071.0,56906.0,47921.5
Southeast Missouri State University,MO,1.0,Not MSI,2165.0,150000.0,14412.0,57648.0,28773.62,115094.48,Missouri,37.31,-89.53,www.semo.edu/admissions/,11.0,0.0,1.0,9.0,3.0,0.0,79.0,61.0,39.0,0.054464,0.074116,0.128579,0.025828,0.101067,0.137002,20949.33333,27519.33333,10684.0,14625.0,13920.0,41426.0,34080.0,47921.5
University of Southern Maine,ME,1.0,Not MSI,1993.0,150000.0,11271.0,45084.0,31977.62,127910.48,Maine,43.66,-70.27,www.usm.maine.edu/admission,21.0,1.0,3.0,7.0,4.0,0.0,77.0,59.0,41.0,0.035275,0.018048,0.011485,0.122231,0.243642,0.208368,20396.0,34396.0,6164.0,12000.0,16750.0,47907.0,51688.0,47921.5
Texas Wesleyan University,TX,0.0,HSI,2356.0,150000.0,22390.0,89560.0,36824.08,147296.32,Texas,32.73,-97.28,www.txwes.edu/admissions,14.0,1.0,2.0,22.0,35.0,0.0,28.0,56.0,44.0,0.071429,0.0,0.096273,0.049689,0.012422,0.257764,45930.66667,45930.66667,18773.0,11000.0,23250.0,50581.0,47859.0,47921.5
Missouri State University-Springfield,MO,1.0,Not MSI,2165.0,150000.0,14737.0,58948.0,29098.62,116394.48,Missouri,37.2,-93.28,www.missouristate.edu/admissions/,9.0,0.0,2.0,3.0,5.0,0.0,80.0,59.0,41.0,0.059834,0.03006,0.129974,0.059261,0.068995,0.236187,20022.66667,28226.66667,12473.0,15750.0,18000.0,46966.0,40629.0,47921.5
Texas Woman's University,TX,0.0,HSI,2356.0,150000.0,14231.0,56924.0,28665.08,114660.32,Texas,33.23,-97.13,www.twu.edu/admissions/,23.0,0.0,9.0,17.0,32.0,0.0,35.0,87.0,13.0,0.044333,0.10665,0.044333,0.035968,0.315349,0.129653,18606.0,28398.0,9817.0,12240.0,18307.0,48836.0,50785.0,47921.5
Texas Tech University,TX,0.0,HSI,2356.0,150000.0,21278.0,85112.0,35712.08,142848.32,Texas,33.58,-101.87,www.gototexastech.com/,7.0,0.0,3.0,6.0,29.0,0.0,55.0,49.0,51.0,0.110345,0.029535,0.049475,0.043178,0.003748,0.166867,24333.33333,36603.33333,10499.0,15000.0,21000.0,59129.0,53289.0,47921.5
Bowie State University,MD,0.0,HBCU,2320.0,150000.0,18068.0,72272.0,40673.97,162695.88,Maryland,39.02,-76.76,https://www.bowiestate.edu/admissions-and-aid/,17.0,0.0,2.0,82.0,5.0,0.0,2.0,61.0,39.0,0.083995,0.0,0.044268,0.037457,0.039728,0.211124,21426.0,32166.0,10624.0,11675.0,16137.0,47838.0,55526.0,47921.5
